descriptorID	number	name	uniqueID
11284	D06.472.040.585.745	Pregnenolone	D011284
6907	D06.472.040.585.745.500	17-alpha-Hydroxypregnenolone	D006907
5768	D06.472.317	Gastrointestinal Hormones	D005768
2766	D06.472.317.152	Cholecystokinin	D002766
12844	D06.472.317.152.700	Sincalide	D012844
4815	D06.472.317.350	Epidermal Growth Factor	D004815
5749	D06.472.317.400	Gastric Inhibitory Polypeptide	D005749
19886	D06.472.317.410	Gastrin-Releasing Peptide	D019886
5755	D06.472.317.413	Gastrins	D005755
10418	D06.472.317.413.593	Pentagastrin	D010418
13758	D06.472.317.413.800	Tetragastrin	D013758
52336	D06.472.317.469	Proglucagon	D052336
53771	D06.472.317.469.249	Glicentin	D053771
4763	D06.472.317.469.500	Glucagon-Like Peptides	D004763
52216	D06.472.317.469.500.500	Glucagon-Like Peptide 1	D052216
53767	D06.472.317.469.500.750	Glucagon-Like Peptide 2	D053767
53772	D06.472.317.469.750	Oxyntomodulin	D053772
9037	D06.472.317.525	Motilin	D009037
19894	D06.472.317.662	Peptide YY	D019894
12633	D06.472.317.800	Secretin	D012633
14660	D06.472.317.950	Vasoactive Intestinal Peptide	D014660
42341	D06.472.334	Gonadal Hormones	D042341
28341	D06.472.334.500	Activins	D028341
28322	D06.472.334.500.500	Inhibin-beta Subunits	D028322
3339	D06.472.334.734	Corpus Luteum Hormones	D003339
11374	D06.472.334.734.623	Progesterone	D011374
12065	D06.472.334.734.769	Relaxin	D012065
12739	D06.472.334.851	Gonadal Steroid Hormones	D012739
45166	D06.472.334.851.437	Estradiol Congeners	D045166
4855	D06.472.334.851.437.249	Equilenin	D004855
4857	D06.472.334.851.437.374	Equilin	D004857
4958	D06.472.334.851.437.500	Estradiol	D004958
4964	D06.472.334.851.437.750	Estriol	D004964
4953	D06.472.334.851.437.750.320	Estetrol	D004953
42782	D06.472.334.851.437.968	Estrogenic Steroids, Alkylated	D042782
4997	D06.472.334.851.437.968.500	Ethinyl Estradiol	D004997
19304	D06.472.334.851.437.968.500.250	Ethinyl Estradiol-Norgestrel Combination	D019304
8656	D06.472.334.851.437.968.500.500	Mestranol	D008656
11800	D06.472.334.851.437.968.500.750	Quinestrol	D011800
2393	D06.472.334.851.437.984	Estrogens, Catechol	D002393
6894	D06.472.334.851.437.984.350	Hydroxyestrones	D006894
4966	D06.472.334.851.437.988	Estrogens, Conjugated (USP)	D004966
42724	D06.472.334.851.437.994	Estrogens, Esterified (USP)	D042724
4970	D06.472.334.851.437.996	Estrone	D004970
45167	D06.472.334.851.687	Progesterone Congeners	D045167
11284	D06.472.334.851.687.500	Pregnenolone	D011284
6907	D06.472.334.851.687.500.500	17-alpha-Hydroxypregnenolone	D006907
11374	D06.472.334.851.687.750	Progesterone	D011374
43582	D06.472.334.851.687.750.070	5-alpha-Dihydroprogesterone	D043582
4092	D06.472.334.851.687.750.074	20-alpha-Dihydroprogesterone	D004092
6908	D06.472.334.851.687.750.478	Hydroxyprogesterones	D006908
19326	D06.472.334.851.687.750.478.400	17-alpha-Hydroxyprogesterone	D019326
11279	D06.472.334.851.687.750.478.400.500	Pregnanetriol	D011279
11276	D06.472.334.851.687.750.739	Pregnanediol	D011276
45165	D06.472.334.851.968	Testosterone Congeners	D045165
15113	D06.472.334.851.968.500	Androstane-3,17-diol	D015113
15114	D06.472.334.851.968.750	Androstenediol	D015114
735	D06.472.334.851.968.875	Androstenedione	D000735
738	D06.472.334.851.968.937	Androsterone	D000738
3687	D06.472.334.851.968.952	Dehydroepiandrosterone	D003687
19314	D06.472.334.851.968.952.300	Dehydroepiandrosterone Sulfate	D019314
13196	D06.472.334.851.968.964	Dihydrotestosterone	D013196
5043	D06.472.334.851.968.968	Etiocholanolone	D005043
9277	D06.472.334.851.968.976	Nandrolone	D009277
13739	D06.472.334.851.968.984	Testosterone	D013739
4845	D06.472.334.851.968.984.500	Epitestosterone	D004845
43343	D06.472.334.851.968.984.750	Testosterone Propionate	D043343
7265	D06.472.334.968	Inhibins	D007265
28322	D06.472.334.968.500	Inhibin-beta Subunits	D028322
13735	D06.472.334.984	Testicular Hormones	D013735
54304	D06.472.334.984.500	Anti-Mullerian Hormone	D054304
6729	D06.472.397	Hormones, Ectopic	D006729
7447	D06.472.445	Invertebrate Hormones	D007447
7301	D06.472.445.573	Insect Hormones	D007301
26461	D06.472.445.573.271	Ecdysteroids	D026461
4440	D06.472.445.573.271.500	Ecdysone	D004440
4441	D06.472.445.573.271.750	Ecdysterone	D004441
7605	D06.472.445.573.666	Juvenile Hormones	D007605
4132	D06.472.445.573.666.170	Diflubenzuron	D004132
8726	D06.472.445.573.666.500	Methoprene	D008726
8550	D06.472.506	Melatonin	D008550
36361	D06.472.699	Peptide Hormones	D036361
28341	D06.472.699.009	Activins	D028341
28322	D06.472.699.009.500	Inhibin-beta Subunits	D028322
54392	D06.472.699.042	Adipokines	D054392
52242	D06.472.699.042.249	Adiponectin	D052242
20738	D06.472.699.042.500	Leptin	D020738
52243	D06.472.699.042.750	Resistin	D052243
53607	D06.472.699.077	Adrenomedullin	D053607
809	D06.472.699.094	Angiotensins	D000809
803	D06.472.699.094.075	Angiotensin I	D000803
804	D06.472.699.094.078	Angiotensin II	D000804
805	D06.472.699.094.080	Angiotensin III	D000805
1839	D06.472.699.100	Bombesin	D001839
2116	D06.472.699.150	Calcitonin	D002116
5749	D06.472.699.275	Gastric Inhibitory Polypeptide	D005749
5755	D06.472.699.280	Gastrins	D005755
54439	D06.472.699.301	Ghrelin	D054439
6062	D06.472.699.322	Gonadotropins	D006062
6063	D06.472.699.322.326	Chorionic Gonadotropin	D006063
18997	D06.472.699.322.326.125	Chorionic Gonadotropin, beta Subunit, Human	D018997
15292	D06.472.699.322.326.562	Glycoprotein Hormones, alpha Subunit	D015292
6064	D06.472.699.322.451	Gonadotropins, Equine	D006064
6065	D06.472.699.322.576	Gonadotropins, Pituitary	D006065
5640	D06.472.699.322.576.288	Follicle Stimulating Hormone	D005640
37201	D06.472.699.322.576.288.500	Follicle Stimulating Hormone, beta Subunit	D037201
15292	D06.472.699.322.576.288.750	Glycoprotein Hormones, alpha Subunit	D015292
7986	D06.472.699.322.576.463	Luteinizing Hormone	D007986
15292	D06.472.699.322.576.463.249	Glycoprotein Hormones, alpha Subunit	D015292
37101	D06.472.699.322.576.463.500	Luteinizing Hormone, beta Subunit	D037101
8596	D06.472.699.322.576.583	Menotropins	D008596
50477	D06.472.699.322.576.583.500	Urofollitropin	D050477
11388	D06.472.699.322.576.773	Prolactin	D011388
7028	D06.472.699.327	Hypothalamic Hormones	D007028
10905	D06.472.699.327.700	Pituitary Hormone Release Inhibiting Hormones	D010905
9075	D06.472.699.327.700.500	MSH Release-Inhibiting Hormone	D009075
11389	D06.472.699.327.700.750	Prolactin Release-Inhibiting Factors	D011389
13004	D06.472.699.327.700.875	Somatostatin	D013004
53561	D06.472.699.327.700.875.500	Somatostatin-28	D053561
10906	D06.472.699.327.740	Pituitary Hormone-Releasing Hormones	D010906
3346	D06.472.699.327.740.140	Corticotropin-Releasing Hormone	D003346
7987	D06.472.699.327.740.320	Gonadotropin-Releasing Hormone	D007987
2064	D06.472.699.327.740.320.100	Buserelin	D002064
17273	D06.472.699.327.740.320.340	Goserelin	D017273
16729	D06.472.699.327.740.320.400	Leuprolide	D016729
17274	D06.472.699.327.740.320.580	Nafarelin	D017274
17329	D06.472.699.327.740.320.790	Triptorelin	D017329
13007	D06.472.699.327.740.860	Growth Hormone-Releasing Hormone	D013007
17337	D06.472.699.327.740.860.780	Sermorelin	D017337
13973	D06.472.699.327.740.880	Thyrotropin-Releasing Hormone	D013973
11333	D06.472.699.327.935	Pro-Opiomelanocortin	D011333
324	D06.472.699.327.935.059	Adrenocorticotropic Hormone	D000324
18822	D06.472.699.327.935.119	alpha-Endorphin	D018822
521	D06.472.699.327.935.179	alpha-MSH	D000521
1615	D06.472.699.327.935.239	beta-Endorphin	D001615
8083	D06.472.699.327.935.480	beta-Lipotropin	D008083
19824	D06.472.699.327.935.492	beta-MSH	D019824
53497	D06.472.699.327.935.498	Corticotropin-Like Intermediate Lobe Peptide	D053497
18823	D06.472.699.327.935.505	gamma-Endorphin	D018823
53500	D06.472.699.327.935.518	gamma-Lipotropin	D053500
19825	D06.472.699.327.935.524	gamma-MSH	D019825
53486	D06.472.699.327.935.531	Melanocortins	D053486
324	D06.472.699.327.935.531.500	Adrenocorticotropic Hormone	D000324
3366	D06.472.699.327.935.531.500.200	Cosyntropin	D003366
9074	D06.472.699.327.935.531.750	Melanocyte-Stimulating Hormones	D009074
521	D06.472.699.327.935.531.750.050	alpha-MSH	D000521
19824	D06.472.699.327.935.531.750.075	beta-MSH	D019824
19825	D06.472.699.327.935.531.750.115	gamma-MSH	D019825
7265	D06.472.699.337	Inhibins	D007265
28322	D06.472.699.337.500	Inhibin-beta Subunits	D028322
9037	D06.472.699.500	Motilin	D009037
45265	D06.472.699.584	Natriuretic Peptides	D045265
9320	D06.472.699.584.500	Atrial Natriuretic Factor	D009320
20097	D06.472.699.584.625	Natriuretic Peptide, Brain	D020097
20098	D06.472.699.584.750	Natriuretic Peptide, C-Type	D020098
10187	D06.472.699.587	Pancreatic Hormones	D010187
52336	D06.472.699.587.469	Proglucagon	D052336
5934	D06.472.699.587.469.500	Glucagon	D005934
10191	D06.472.699.587.700	Pancreatic Polypeptide	D010191
11384	D06.472.699.587.740	Proinsulin	D011384
2096	D06.472.699.587.740.250	C-Peptide	D002096
7328	D06.472.699.587.740.625	Insulin	D007328
7336	D06.472.699.587.740.625.408	Insulin, NPH	D007336
49528	D06.472.699.587.740.625.532	Insulin, Long-Acting	D049528
13004	D06.472.699.587.780	Somatostatin	D013004
53561	D06.472.699.587.780.500	Somatostatin-28	D053561
10281	D06.472.699.590	Parathyroid Hormone	D010281
19379	D06.472.699.590.850	Teriparatide	D019379
44162	D06.472.699.591	Parathyroid Hormone-Related Protein	D044162
10451	D06.472.699.592	Peptide PHI	D010451
19894	D06.472.699.595	Peptide YY	D019894
10907	D06.472.699.631	Pituitary Hormones	D010907
10908	D06.472.699.631.525	Pituitary Hormones, Anterior	D010908
6065	D06.472.699.631.525.343	Gonadotropins, Pituitary	D006065
5640	D06.472.699.631.525.343.288	Follicle Stimulating Hormone	D005640
37201	D06.472.699.631.525.343.288.500	Follicle Stimulating Hormone, beta Subunit	D037201
43373	D06.472.699.631.525.343.288.625	Follicle Stimulating Hormone, Human	D043373
15292	D06.472.699.631.525.343.288.750	Glycoprotein Hormones, alpha Subunit	D015292
7986	D06.472.699.631.525.343.463	Luteinizing Hormone	D007986
15292	D06.472.699.631.525.343.463.249	Glycoprotein Hormones, alpha Subunit	D015292
37101	D06.472.699.631.525.343.463.500	Luteinizing Hormone, beta Subunit	D037101
8596	D06.472.699.631.525.343.583	Menotropins	D008596
50477	D06.472.699.631.525.343.583.500	Urofollitropin	D050477
13006	D06.472.699.631.525.425	Growth Hormone	D013006
19382	D06.472.699.631.525.425.875	Human Growth Hormone	D019382
11388	D06.472.699.631.525.525	Prolactin	D011388
11333	D06.472.699.631.525.600	Pro-Opiomelanocortin	D011333
324	D06.472.699.631.525.600.059	Adrenocorticotropic Hormone	D000324
18822	D06.472.699.631.525.600.119	alpha-Endorphin	D018822
521	D06.472.699.631.525.600.179	alpha-MSH	D000521
1615	D06.472.699.631.525.600.239	beta-Endorphin	D001615
8083	D06.472.699.631.525.600.480	beta-Lipotropin	D008083
19824	D06.472.699.631.525.600.492	beta-MSH	D019824
53497	D06.472.699.631.525.600.498	Corticotropin-Like Intermediate Lobe Peptide	D053497
18823	D06.472.699.631.525.600.505	gamma-Endorphin	D018823
53500	D06.472.699.631.525.600.518	gamma-Lipotropin	D053500
19825	D06.472.699.631.525.600.524	gamma-MSH	D019825
53486	D06.472.699.631.525.600.531	Melanocortins	D053486
324	D06.472.699.631.525.600.531.500	Adrenocorticotropic Hormone	D000324
3366	D06.472.699.631.525.600.531.500.200	Cosyntropin	D003366
9074	D06.472.699.631.525.600.531.750	Melanocyte-Stimulating Hormones	D009074
521	D06.472.699.631.525.600.531.750.050	alpha-MSH	D000521
19824	D06.472.699.631.525.600.531.750.075	beta-MSH	D019824
19825	D06.472.699.631.525.600.531.750.115	gamma-MSH	D019825
13972	D06.472.699.631.525.883	Thyrotropin	D013972
15292	D06.472.699.631.525.883.249	Glycoprotein Hormones, alpha Subunit	D015292
37322	D06.472.699.631.525.883.500	Thyrotropin, beta Subunit	D037322
10909	D06.472.699.631.692	Pituitary Hormones, Posterior	D010909
10121	D06.472.699.631.692.433	Oxytocin	D010121
14667	D06.472.699.631.692.781	Vasopressins	D014667
1127	D06.472.699.631.692.781.100	Arginine Vasopressin	D001127
3894	D06.472.699.631.692.781.100.250	Deamino Arginine Vasopressin	D003894
8236	D06.472.699.631.692.781.400	Lysine Vasopressin	D008236
5259	D06.472.699.631.692.781.400.350	Felypressin	D005259
9951	D06.472.699.631.692.781.700	Ornipressin	D009951
14668	D06.472.699.631.692.881	Vasotocin	D014668
10926	D06.472.699.649	Placental Hormones	D010926
6063	D06.472.699.649.367	Chorionic Gonadotropin	D006063
18997	D06.472.699.649.367.125	Chorionic Gonadotropin, beta Subunit, Human	D018997
15292	D06.472.699.649.367.562	Glycoprotein Hormones, alpha Subunit	D015292
6064	D06.472.699.649.451	Gonadotropins, Equine	D006064
10928	D06.472.699.649.692	Placental Lactogen	D010928
12065	D06.472.699.715	Relaxin	D012065
12633	D06.472.699.810	Secretin	D012633
54832	D06.472.699.857	Urocortins	D054832
14579	D06.472.699.905	Urotensins	D014579
14660	D06.472.699.952	Vasoactive Intestinal Peptide	D014660
13951	D06.472.910	Thymus Hormones	D013951
13935	D06.472.910.750	Thymic Factor, Circulating	D013935
13946	D06.472.910.800	Thymopoietins	D013946
16305	D06.472.910.800.850	Thymopentin	D016305
13947	D06.472.910.850	Thymosin	D013947
13963	D06.472.931	Thyroid Hormones	D013963
3918	D06.472.931.103	Dextrothyroxine	D003918
4105	D06.472.931.208	Diiodotyrosine	D004105
7470	D06.472.931.388	Monoiodotyrosine	D007470
13962	D06.472.931.669	Thyroid Extract, Desiccated	D013962
13970	D06.472.931.740	Thyronines	D013970
4104	D06.472.931.740.180	Diiodothyronines	D004104
14284	D06.472.931.740.385	Triiodothyronine	D014284
14285	D06.472.931.740.590	Triiodothyronine, Reverse	D014285
13974	D06.472.931.812	Thyroxine	D013974
45762	D08	Enzymes and Coenzymes	D045762
3067	D08.211	Coenzymes	D003067
1708	D08.211.090	Biopterin	D001708
19798	D08.211.090.500	Neopterin	D019798
1710	D08.211.096	Biotin	D001710
3038	D08.211.175	Cobamides	D003038
3065	D08.211.211	Coenzyme A	D003065
214	D08.211.211.300	Acyl Coenzyme A	D000214
105	D08.211.211.300.075	Acetyl Coenzyme A	D000105
8316	D08.211.211.300.500	Malonyl Coenzyme A	D008316
10171	D08.211.211.300.700	Palmitoyl Coenzyme A	D010171
5415	D08.211.474	Flavins	D005415
12256	D08.211.474.650	Riboflavin	D012256
5182	D08.211.474.650.249	Flavin-Adenine Dinucleotide	D005182
5486	D08.211.474.650.500	Flavin Mononucleotide	D005486
9243	D08.211.589	NAD	D009243
9249	D08.211.625	NADP	D009249
45542	D08.211.682	PQQ Cofactor	D045542
11732	D08.211.740	Pyridoxal Phosphate	D011732
49128	D08.211.790	Sphingolipid Activator Proteins	D049128
49289	D08.211.790.249	G(M2) Activator Protein	D049289
49231	D08.211.790.500	Saposins	D049231
13763	D08.211.840	Tetrahydrofolates	D013763
5575	D08.211.840.300	Formyltetrahydrofolates	D005575
2955	D08.211.840.300.500	Leucovorin	D002955
13835	D08.211.878	Thiamine Pyrophosphate	D013835
8063	D08.211.906	Thioctic Acid	D008063
14451	D08.211.935	Ubiquinone	D014451
3580	D08.244	Cytochromes	D003580
17936	D08.244.175	Cytochrome a Group	D017936
45264	D08.244.175.249	Cytochromes a	D045264
45263	D08.244.175.500	Cytochromes a1	D045263
45266	D08.244.175.600	Cytochromes a3	D045266
3573	D08.244.187	Cytochrome b Group	D003573
45303	D08.244.187.249	Cytochromes b	D045303
15786	D08.244.187.500	Cytochromes b5	D015786
45347	D08.244.187.600	Cytochromes b6	D045347
3574	D08.244.286	Cytochrome c Group	D003574
45304	D08.244.286.100	Cytochromes c	D045304
45305	D08.244.286.150	Cytochromes c'	D045305
3575	D08.244.286.200	Cytochromes c1	D003575
45362	D08.244.286.300	Cytochromes c2	D045362
45365	D08.244.286.600	Cytochromes c6	D045365
17937	D08.244.300	Cytochrome d Group	D017937
3577	D08.244.453	Cytochrome P-450 Enzyme System	D003577
1189	D08.244.453.040	Aryl Hydrocarbon Hydroxylases	D001189
815	D08.244.453.040.050	Aniline Hydroxylase	D000815
1579	D08.244.453.040.110	Benzopyrene Hydroxylase	D001579
19363	D08.244.453.040.555	Cytochrome P-450 CYP1A1	D019363
19388	D08.244.453.040.777	Cytochrome P-450 CYP1A2	D019388
19362	D08.244.453.040.888	Cytochrome P-450 CYP2B1	D019362
19389	D08.244.453.040.944	Cytochrome P-450 CYP2D6	D019389
19392	D08.244.453.040.972	Cytochrome P-450 CYP2E1	D019392
51544	D08.244.453.040.986	Cytochrome P-450 CYP3A	D051544
19475	D08.244.453.085	Camphor 5-Monooxygenase	D019475
13250	D08.244.453.915	Steroid Hydroxylases	D013250
19405	D08.244.453.915.050	Aldosterone Synthase	D019405
1141	D08.244.453.915.099	Aromatase	D001141
2790	D08.244.453.915.200	Cholesterol 7-alpha-Hydroxylase	D002790
2786	D08.244.453.915.212	Cholesterol Side-Chain Cleavage Enzyme	D002786
53493	D08.244.453.915.250	Cytochrome P-450 CYP27A1	D053493
15090	D08.244.453.915.400	25-Hydroxyvitamin D3 1-alpha-Hydroxylase	D015090
13253	D08.244.453.915.730	Steroid 12-alpha-Hydroxylase	D013253
39181	D08.244.453.915.737	Steroid 16-alpha-Hydroxylase	D039181
13254	D08.244.453.915.748	Steroid 17-alpha-Hydroxylase	D013254
13252	D08.244.453.915.750	Steroid 11-beta-Hydroxylase	D013252
13255	D08.244.453.915.760	Steroid 21-Hydroxylase	D013255
50564	D08.244.453.957	Trans-Cinnamate 4-Monooxygenase	D050564
45348	D08.244.726	Cytochromes f	D045348
4792	D08.622	Enzyme Precursors	D004792
2919	D08.622.184	Chymotrypsinogen	D002919
11415	D08.622.200	Complement Factor B	D011415
10435	D08.622.509	Pepsinogens	D010435
20116	D08.622.509.700	Pepsinogen A	D020116
20115	D08.622.509.725	Pepsinogen C	D020115
10958	D08.622.610	Plasminogen	D010958
43168	D08.622.610.500	Angiostatins	D043168
11486	D08.622.705	Protein C	D011486
11516	D08.622.709	Prothrombin	D011516
14362	D08.622.885	Trypsinogen	D014362
4798	D08.811	Enzymes	D004798
45643	D08.811.074	DNA Repair Enzymes	D045643
4255	D08.811.074.124	Deoxyribodipyrimidine Photo-Lyase	D004255
45647	D08.811.074.249	DNA Glycosylases	D045647
43382	D08.811.074.249.500	DNA-Formamidopyrimidine Glycosylase	D043382
44502	D08.811.074.249.750	Thymine DNA Glycosylase	D044502
51981	D08.811.074.249.875	Uracil-DNA Glycosidase	D051981
11088	D08.811.074.500	DNA Ligases	D011088
43603	D08.811.074.750	DNA-(Apurinic or Apyrimidinic Site) Lyase	D043603
51719	D08.811.074.781	MutS DNA Mismatch-Binding Protein	D051719
51718	D08.811.074.812	MutS Homolog 2 Protein	D051718
11116	D08.811.074.875	Polynucleotide 5'-Hydroxyl-Kinase	D011116
15280	D08.811.150	DNA Restriction-Modification Enzymes	D015280
15254	D08.811.150.240	DNA Modification Methylases	D015254
4262	D08.811.150.280	DNA Restriction Enzymes	D004262
15253	D08.811.150.280.250	Deoxyribonucleases, Type I Site-Specific	D015253
15252	D08.811.150.280.260	Deoxyribonucleases, Type II Site-Specific	D015252
15245	D08.811.150.280.260.240	Deoxyribonuclease BamHI	D015245
15246	D08.811.150.280.260.300	Deoxyribonuclease EcoRI	D015246
15247	D08.811.150.280.260.400	Deoxyribonuclease HindIII	D015247
19003	D08.811.150.280.260.420	Deoxyribonuclease HpaII	D019003
15263	D08.811.150.280.270	Deoxyribonucleases, Type III Site-Specific	D015263
21881	D08.811.165	DNA, Catalytic	D021881
4800	D08.811.180	Enzymes, Immobilized	D004800
20035	D08.811.255	Holoenzymes	D020035
1051	D08.811.255.500	Apoenzymes	D001051
6867	D08.811.277	Hydrolases	D006867
17766	D08.811.277.040	Acid Anhydride Hydrolases	D017766
251	D08.811.277.040.025	Adenosine Triphosphatases	D000251
53501	D08.811.277.040.025.047	Arsenite Transporting ATPases	D053501
17301	D08.811.277.040.025.095	Ca(2+) Mg(2+)-ATPase	D017301
252	D08.811.277.040.025.125	Calcium-Transporting ATPases	D000252
53499	D08.811.277.040.025.125.249	Plasma Membrane Calcium-Transporting ATPases	D053499
53498	D08.811.277.040.025.125.500	Sarcoplasmic Reticulum Calcium-Transporting ATPases	D053498
4265	D08.811.277.040.025.159	DNA Helicases	D004265
53488	D08.811.277.040.025.159.124	DnaB Helicases	D053488
53484	D08.811.277.040.025.159.249	RecQ Helicases	D053484
51759	D08.811.277.040.025.159.500	Xeroderma Pigmentosum Group D Protein	D051759
20409	D08.811.277.040.025.193	Molecular Motor Proteins	D020409
4398	D08.811.277.040.025.193.249	Dynein ATPase	D004398
16547	D08.811.277.040.025.193.500	Kinesin	D016547
9218	D08.811.277.040.025.193.750	Myosins	D009218
24461	D08.811.277.040.025.193.750.500	Myosin Type I	D024461
24462	D08.811.277.040.025.193.750.750	Myosin Type II	D024462
24722	D08.811.277.040.025.193.750.750.124	Cardiac Myosins	D024722
24743	D08.811.277.040.025.193.750.750.124.249	Atrial Myosins	D024743
24723	D08.811.277.040.025.193.750.750.124.500	Ventricular Myosins	D024723
24507	D08.811.277.040.025.193.750.750.374	Nonmuscle Myosin Type IIA	D024507
24501	D08.811.277.040.025.193.750.750.500	Nonmuscle Myosin Type IIB	D024501
24744	D08.811.277.040.025.193.750.750.750	Skeletal Muscle Myosins	D024744
24745	D08.811.277.040.025.193.750.750.875	Smooth Muscle Myosins	D024745
25102	D08.811.277.040.025.193.750.812	Myosin Type III	D025102
25121	D08.811.277.040.025.193.750.843	Myosin Type IV	D025121
24701	D08.811.277.040.025.193.750.875	Myosin Type V	D024701
51719	D08.811.277.040.025.237	MutS DNA Mismatch-Binding Protein	D051719
51718	D08.811.277.040.025.281	MutS Homolog 2 Protein	D051718
52066	D08.811.277.040.025.303	N-Ethylmaleimide-Sensitive Proteins	D052066
6180	D08.811.277.040.025.325	Proton-Translocating ATPases	D006180
25243	D08.811.277.040.025.325.249	Bacterial Proton-Translocating ATPases	D025243
25222	D08.811.277.040.025.325.500	Chloroplast Proton-Translocating ATPases	D025222
17506	D08.811.277.040.025.325.625	H(+)-K(+)-Exchanging ATPase	D017506
25261	D08.811.277.040.025.325.750	Mitochondrial Proton-Translocating ATPases	D025261
25262	D08.811.277.040.025.325.875	Vacuolar Proton-Translocating ATPases	D025262
53484	D08.811.277.040.025.800	RecQ Helicases	D053484
254	D08.811.277.040.025.810	Sodium-Potassium-Exchanging ATPase	D000254
1081	D08.811.277.040.050	Apyrase	D001081
20558	D08.811.277.040.330	GTP Phosphohydrolases	D020558
34281	D08.811.277.040.330.200	Dynamins	D034281
34284	D08.811.277.040.330.200.100	Dynamin I	D034284
34285	D08.811.277.040.330.200.200	Dynamin II	D034285
34286	D08.811.277.040.330.200.300	Dynamin III	D034286
19204	D08.811.277.040.330.300	GTP-Binding Proteins	D019204
20963	D08.811.277.040.330.300.100	GTP Phosphohydrolase-Linked Elongation Factors	D020963
20648	D08.811.277.040.330.300.100.101	Peptide Elongation Factor 1	D020648
20652	D08.811.277.040.330.300.100.102	Peptide Elongation Factor 2	D020652
20653	D08.811.277.040.330.300.100.200	Peptide Elongation Factor G	D020653
10444	D08.811.277.040.330.300.100.700	Peptide Elongation Factor Tu	D010444
20962	D08.811.277.040.330.300.200	Heterotrimeric GTP-Binding Proteins	D020962
44385	D08.811.277.040.330.300.200.100	GTP-Binding Protein alpha Subunits	D044385
44365	D08.811.277.040.330.300.200.100.100	GTP-Binding Protein alpha Subunits, G12-G13	D044365
19206	D08.811.277.040.330.300.200.100.200	GTP-Binding Protein alpha Subunits, Gi-Go	D019206
51960	D08.811.277.040.330.300.200.100.200.500	GTP-Binding Protein alpha Subunit, Gi2	D051960
43802	D08.811.277.040.330.300.200.100.300	GTP-Binding Protein alpha Subunits, Gq-G11	D043802
19205	D08.811.277.040.330.300.200.100.400	GTP-Binding Protein alpha Subunits, Gs	D019205
15293	D08.811.277.040.330.300.200.800	Transducin	D015293
20559	D08.811.277.040.330.300.400	Monomeric GTP-Binding Proteins	D020559
20727	D08.811.277.040.330.300.400.100	ADP-Ribosylation Factors	D020727
20823	D08.811.277.040.330.300.400.100.100	ADP-Ribosylation Factor 1	D020823
20691	D08.811.277.040.330.300.400.400	rab GTP-Binding Proteins	D020691
20761	D08.811.277.040.330.300.400.400.025	rab1 GTP-Binding Proteins	D020761
20693	D08.811.277.040.330.300.400.400.050	rab2 GTP-Binding Protein	D020693
20692	D08.811.277.040.330.300.400.400.100	rab3 GTP-Binding Proteins	D020692
20826	D08.811.277.040.330.300.400.400.100.500	rab3A GTP-Binding Protein	D020826
20695	D08.811.277.040.330.300.400.400.150	rab4 GTP-Binding Proteins	D020695
20696	D08.811.277.040.330.300.400.400.200	rab5 GTP-Binding Proteins	D020696
20725	D08.811.277.040.330.300.400.450	ral GTP-Binding Proteins	D020725
20931	D08.811.277.040.330.300.400.462	ran GTP-Binding Protein	D020931
20668	D08.811.277.040.330.300.400.475	rap GTP-Binding Proteins	D020668
20827	D08.811.277.040.330.300.400.475.100	rap1 GTP-Binding Proteins	D020827
18631	D08.811.277.040.330.300.400.500	ras Proteins	D018631
15689	D08.811.277.040.330.300.400.500.300	Oncogene Protein p21(ras)	D015689
16283	D08.811.277.040.330.300.400.500.600	Proto-Oncogene Proteins p21(ras)	D016283
20741	D08.811.277.040.330.300.400.700	rho GTP-Binding Proteins	D020741
20764	D08.811.277.040.330.300.400.700.050	cdc42 GTP-Binding Protein	D020764
20846	D08.811.277.040.330.300.400.700.060	cdc42 GTP-Binding Protein, Saccharomyces cerevisiae	D020846
20744	D08.811.277.040.330.300.400.700.100	rac GTP-Binding Proteins	D020744
20830	D08.811.277.040.330.300.400.700.100.500	rac1 GTP-Binding Protein	D020830
20742	D08.811.277.040.330.300.400.700.200	rhoA GTP-Binding Protein	D020742
20743	D08.811.277.040.330.300.400.700.300	rhoB GTP-Binding Protein	D020743
43583	D08.811.277.040.465	Nucleoside-Triphosphatase	D043583
11755	D08.811.277.040.600	Pyrophosphatases	D011755
43564	D08.811.277.040.600.399	Inorganic Pyrophosphatase	D043564
13834	D08.811.277.040.600.800	Thiamine Pyrophosphatase	D013834
13837	D08.811.277.040.850	Thiamin-Triphosphatase	D013837
43383	D08.811.277.063	Adenosylhomocysteinase	D043383
581	D08.811.277.087	Amidohydrolases	D000581
9238	D08.811.277.087.030	N-Acetylmuramoyl-L-alanine Amidase	D009238
492	D08.811.277.087.060	Allophanate Hydrolase	D000492
5558	D08.811.277.087.100	Arylformamidase	D005558
1215	D08.811.277.087.116	Asparaginase	D001215
1227	D08.811.277.087.125	Aspartylglucosylaminase	D001227
1618	D08.811.277.087.180	beta-Lactamases	D001618
2510	D08.811.277.087.180.229	Cephalosporinase	D002510
10405	D08.811.277.087.180.697	Penicillinase	D010405
43523	D08.811.277.087.200	Biotinidase	D043523
55572	D08.811.277.087.250	Ceramidases	D055572
55573	D08.811.277.087.250.100	Acid Ceramidase	D055573
55574	D08.811.277.087.250.300	Alkaline Ceramidase	D055574
